"Date of Sale (dd/mm/yyyy)","Address","Postal Code","County","Price (€)","Not Full Market Price","Description of Property","Property Size Description"
"02/08/2012","10 JOHNSGATE VILLAGE, JOHNSGATE","","Limerick","€58,000.00","No","Second-Hand Dwelling house /Apartment",""
"02/08/2012","21 The Village, Adare Manor, Adare","","Limerick","€337,885.00","No","New Dwelling house /Apartment","greater than 125 sq metres"
"02/08/2012","6 Sheelin Drive, Caherdavin, Limerick","","Limerick","€125,000.00","No","Second-Hand Dwelling house /Apartment",""
"02/08/2012","Caheragh, Glin","","Limerick","€120,000.00","No","Second-Hand Dwelling house /Apartment",""
"02/08/2012","Enniscouch, Rathkeale","","Limerick","€150,000.00","No","Second-Hand Dwelling house /Apartment",""
"03/08/2012","16 Inis Bui, Cappamore","","Limerick","€73,000.00","No","Second-Hand Dwelling house /Apartment",""
"03/08/2012","47 Bellevue Court, Fr Russell Road","","Limerick","€167,500.00","No","Second-Hand Dwelling house /Apartment",""
"03/08/2012","49Aisling Heights, Raheen","","Limerick","€105,000.00","No","Second-Hand Dwelling house /Apartment",""
"03/08/2012","60 Ballinvoher, Fr. Russell Road","","Limerick","€295,000.00","No","Second-Hand Dwelling house /Apartment",""
"03/08/2012","88 Monaleen Park, Castletroy, Limerick","","Limerick","€248,000.00","No","Second-Hand Dwelling house /Apartment",""
"03/08/2012","Ardcranny House, Kildimo, Co Limerick","","Limerick","€170,000.00","No","Second-Hand Dwelling house /Apartment",""
"03/08/2012","Freehold 28 William Street, Limerick","","Limerick","€38,566.00","No","Second-Hand Dwelling house /Apartment",""
"03/08/2012","Leasehold 28 William street, Limerick","","Limerick","€11,600.00","No","Second-Hand Dwelling house /Apartment",""
"07/08/2012","125 Mayorstone Park, Limerick","","Limerick","€200,000.00","No","Second-Hand Dwelling house /Apartment",""
"07/08/2012","Cloghermore House, Lismakeery, Askeaton","","Limerick","€415,500.00","No","Second-Hand Dwelling house /Apartment",""
"07/08/2012","Friarstown, grange, Kilmallock","","Limerick","€177,500.00","No","Second-Hand Dwelling house /Apartment",""
"07/08/2012","Garrynacoonagh North, Effin, Kilmallock","","Limerick","€140,000.00","No","Second-Hand Dwelling house /Apartment",""
"08/08/2012","69 Kilteragh, Dorradoyle","","Limerick","€172,000.00","No","Second-Hand Dwelling house /Apartment",""
"08/08/2012","Apartment 5, Vandaleur Mews, Strand House","","Limerick","€90,188.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"08/08/2012","Pebblebrook, 9 The Belfry, Ballycllough","","Limerick","€430,000.00","No","Second-Hand Dwelling house /Apartment",""
"09/08/2012","10 Coolraine Heights, Old Cratloe Road","","Limerick","€255,000.00","No","Second-Hand Dwelling house /Apartment",""
"09/08/2012","241 Bloomfield, Annacotty, Limerick","","Limerick","€365,000.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"09/08/2012","4C An Dun, Church Road, Raheen","","Limerick","€75,000.00","No","Second-Hand Dwelling house /Apartment",""
"09/08/2012","9 The Grange, Raheen","","Limerick","€237,500.00","No","Second-Hand Dwelling house /Apartment",""
"09/08/2012","faha, kildimo, county limerick","","Limerick","€215,000.00","No","Second-Hand Dwelling house /Apartment",""
"09/08/2012","Lacajou, Newcastle, Castletroy","","Limerick","€540,000.00","No","Second-Hand Dwelling house /Apartment",""
"09/08/2012","Tooraree Upper, Glin, Co. Limerick","","Limerick","€36,000.00","No","Second-Hand Dwelling house /Apartment",""
"13/08/2012","122 Dromroe, Rhebogue, Limerick","","Limerick","€124,000.00","No","Second-Hand Dwelling house /Apartment",""
"13/08/2012","157 Woodhaven, Castletroy","","Limerick","€140,000.00","No","Second-Hand Dwelling house /Apartment",""
"13/08/2012","3 Racefield, Gouldavoher, limerick","","Limerick","€158,000.00","No","Second-Hand Dwelling house /Apartment",""
"13/08/2012","Ballyroe, Kilfinane","","Limerick","€150,000.00","No","Second-Hand Dwelling house /Apartment",""
"14/08/2012","21 Carabullawn, Lower Park Road, Corbally","","Limerick","€212,000.00","No","Second-Hand Dwelling house /Apartment",""
"14/08/2012","Gortnagross, Athea","","Limerick","€70,000.00","Yes","Second-Hand Dwelling house /Apartment",""
"14/08/2012","Kilmoylan, Doon","","Limerick","€100,000.00","No","Second-Hand Dwelling house /Apartment",""
"14/08/2012","The Square, Rathkeale","","Limerick","€230,000.00","No","Second-Hand Dwelling house /Apartment",""
"15/08/2012","5 Cloverhill, Dooradoyle, Limerick","","Limerick","€180,000.00","No","Second-Hand Dwelling house /Apartment",""
"15/08/2012","Apt 6 Vanaleur Mews, Strand House, Ennis Road","","Limerick","€105,000.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/08/2012","Granagh, Kilmallock","","Limerick","€160,000.00","No","Second-Hand Dwelling house /Apartment",""
"15/08/2012","Main Street, Rathkeale","","Limerick","€35,000.00","No","Second-Hand Dwelling house /Apartment",""
"15/08/2012","Main Street, Rathkeale","","Limerick","€35,000.00","No","Second-Hand Dwelling house /Apartment",""
"16/08/2012","1 Bannantyne Place, Steamboat Quay","","Limerick","€55,000.00","No","Second-Hand Dwelling house /Apartment",""
"17/08/2012","13 The Brambles, Huntsfield, Dooradoyle","","Limerick","€177,000.00","No","Second-Hand Dwelling house /Apartment",""
"17/08/2012","2 ashbrook, ennis road, limerick","","Limerick","€265,000.00","No","Second-Hand Dwelling house /Apartment",""
"17/08/2012","24 Fernhill, North Circular Road, Limerick","","Limerick","€140,000.00","No","Second-Hand Dwelling house /Apartment",""
"17/08/2012","Kilrush, Hospital, Co. Limerick","","Limerick","€147,000.00","No","Second-Hand Dwelling house /Apartment",""
"20/08/2012","184 Evanwood, Golf Links Road, Castletroy","","Limerick","€185,000.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"20/08/2012","20 ARD NA GREINE, KILTERAGH, DOORADOYLE","","Limerick","€142,000.00","No","Second-Hand Dwelling house /Apartment",""
"20/08/2012","Cill Ban, Golf Links  Road, Castletroy","","Limerick","€295,000.00","No","Second-Hand Dwelling house /Apartment",""
"20/08/2012","Darraghmore, Glenroe, Kilmallock","","Limerick","€61,000.00","No","Second-Hand Dwelling house /Apartment",""
"20/08/2012","Kells, Dromcollogher","","Limerick","€158,000.00","No","Second-Hand Dwelling house /Apartment",""
"20/08/2012","KNOCKAINEY, HOSPITAL","","Limerick","€160,000.00","No","Second-Hand Dwelling house /Apartment",""
"20/08/2012","St. Annes, Fort Mary Park, Ennis Road","","Limerick","€225,000.00","No","Second-Hand Dwelling house /Apartment",""
"21/08/2012","Clounanna, Patrickswell","","Limerick","€125,000.00","Yes","Second-Hand Dwelling house /Apartment",""
"21/08/2012","Sacred Heart Church & Residence, The Crescent, O'Connell Street","","Limerick","€400,000.00","No","Second-Hand Dwelling house /Apartment",""
"22/08/2012","1  Wellfield, Garryowen, Limerick","","Limerick","€40,000.00","No","Second-Hand Dwelling house /Apartment",""
"22/08/2012","3 Rowan Avenue, Caherdavin Heights, Limerick","","Limerick","€180,000.00","No","Second-Hand Dwelling house /Apartment",""
"22/08/2012","43 Castletroy View, Limerick","","Limerick","€70,000.00","No","Second-Hand Dwelling house /Apartment",""
"22/08/2012","Clounanna, Patrickswell","","Limerick","€112,500.00","Yes","Second-Hand Dwelling house /Apartment",""
"23/08/2012","6 Mount Russell, Fr Russell Road","","Limerick","€200,000.00","Yes","Second-Hand Dwelling house /Apartment",""
"23/08/2012","9 Ashgrove, Glencairn, Limerick","","Limerick","€120,000.00","No","Second-Hand Dwelling house /Apartment",""
"24/08/2012","60 Lenihan Avenue, Prospect","","Limerick","€20,000.00","No","Second-Hand Dwelling house /Apartment",""
"24/08/2012","Cluain Airne, Mill Road, Corbally","","Limerick","€435,000.00","No","Second-Hand Dwelling house /Apartment",""
"24/08/2012","KEMPSTON HOUSE, BOHER","","Limerick","€286,000.00","No","Second-Hand Dwelling house /Apartment",""
"24/08/2012","Sandylane, Boher","","Limerick","€280,000.00","No","Second-Hand Dwelling house /Apartment",""
"28/08/2012","35 Pine Grove, Raheen","","Limerick","€140,000.00","No","Second-Hand Dwelling house /Apartment",""
"28/08/2012","Moyreen, Ballyhahill","","Limerick","€60,000.00","No","Second-Hand Dwelling house /Apartment",""
"28/08/2012","No. 8 The Cottages, Murroe","","Limerick","€87,500.00","No","Second-Hand Dwelling house /Apartment",""
"29/08/2012","133 THE STRAND, O CALLAGHAN STRAND","","Limerick","€185,000.00","No","Second-Hand Dwelling house /Apartment",""
"29/08/2012","7 Beverly Heights, Raheen","","Limerick","€95,000.00","No","Second-Hand Dwelling house /Apartment",""
"29/08/2012","Foxhollow, Kilmacow, Kilfinny  Adare","","Limerick","€248,000.00","No","Second-Hand Dwelling house /Apartment",""
"29/08/2012","Glenogra, Meanus","","Limerick","€260,000.00","No","Second-Hand Dwelling house /Apartment",""
"30/08/2012","30 Merval Drive, Clareview","","Limerick","€138,000.00","No","Second-Hand Dwelling house /Apartment",""
"30/08/2012","65 Gleantann, Golf Links Road, Limerick","","Limerick","€50,000.00","No","Second-Hand Dwelling house /Apartment",""
"31/08/2012","12 Thornfield, South Circular Road","","Limerick","€90,000.00","No","Second-Hand Dwelling house /Apartment",""
"31/08/2012","66 Gleantann, Golf Links Road, Castletroy","","Limerick","€90,000.00","No","Second-Hand Dwelling house /Apartment",""
"31/08/2012","Apt 11 Ashbrook Crescent, Ennis Rd, Limerick","","Limerick","€80,000.00","No","Second-Hand Dwelling house /Apartment",""
"31/08/2012","Ballycahane, Crecora, Co Limerick","","Limerick","€281,500.00","No","Second-Hand Dwelling house /Apartment",""
"31/08/2012","Breska Beg, Clarina","","Limerick","€301,000.00","No","Second-Hand Dwelling house /Apartment",""
"03/09/2012","11 SHELBOURNE ROAD, LIMERICK","","Limerick","€190,000.00","No","Second-Hand Dwelling house /Apartment",""
"03/09/2012","26 CONNOLLY AVENUE, NEWCASTLE WEST","","Limerick","€47,500.00","Yes","Second-Hand Dwelling house /Apartment",""
"03/09/2012","Morgans, Askeaton","","Limerick","€60,000.00","No","Second-Hand Dwelling house /Apartment",""
"05/09/2012","Prospect, Pallasgreen, Co. Limerick","","Limerick","€42,400.00","Yes","Second-Hand Dwelling house /Apartment",""
"06/09/2012","23 Cella Row, Churchill Meadows, Raheen","","Limerick","€170,000.00","No","Second-Hand Dwelling house /Apartment",""
"06/09/2012","Brickfield, Kilmallock","","Limerick","€60,000.00","No","Second-Hand Dwelling house /Apartment",""
"07/09/2012","39 Oakfield, Father Russell Road, Limerick","","Limerick","€165,000.00","No","Second-Hand Dwelling house /Apartment",""
"07/09/2012","7 eden terrace, north circular road","","Limerick","€535,000.00","No","Second-Hand Dwelling house /Apartment",""
"07/09/2012","Primrose Cottage, Clougher East, Kilmallock","","Limerick","€25,000.00","No","Second-Hand Dwelling house /Apartment",""
"07/09/2012","Tudor Lodge, Killoughteen, Newcastle West","","Limerick","€100,000.00","No","Second-Hand Dwelling house /Apartment",""
"11/09/2012","Darranstown, Kilmallock","","Limerick","€48,100.00","No","Second-Hand Dwelling house /Apartment",""
"13/09/2012","37 Kylemore, Old  Schoolhouse Road, Monaleen","","Limerick","€247,500.00","No","Second-Hand Dwelling house /Apartment",""
"14/09/2012","14 Strandville Gardens, O'Callaghan Strand","","Limerick","€220,000.00","No","Second-Hand Dwelling house /Apartment",""
"17/09/2012","17 ELM PARK, ENNIS ROAD","","Limerick","€71,316.00","Yes","Second-Hand Dwelling house /Apartment",""
"19/09/2012","Highmount, Feenagh","","Limerick","€70,000.00","No","Second-Hand Dwelling house /Apartment",""
"20/09/2012","18 GREENVIEW DRIVE, GLENCAIRN, DOORADOYLE","","Limerick","€183,000.00","No","Second-Hand Dwelling house /Apartment",""
"20/09/2012","18 Roseville Gardens, Corbally","","Limerick","€150,000.00","No","Second-Hand Dwelling house /Apartment",""
