"Date of Sale (dd/mm/yyyy)","Address","Postal Code","County","Price (€)","Not Full Market Price","Description of Property","Property Size Description"
"10/05/2010","Main Street, Adare","","Limerick","€500,000.00","No","Second-Hand Dwelling house /Apartment",""
"12/05/2010","3 The Glebe, Monagea, Newcastle West","","Limerick","€200,000.00","No","New Dwelling house /Apartment","less than 38 sq metres"
"12/05/2010","93  Kylemore  Schoolhouse Road, Monaleen, Castletroy","","Limerick","€215,000.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"12/05/2010","knockainey hill, knockainey, hospital","","Limerick","€105,000.00","No","Second-Hand Dwelling house /Apartment",""
"12/05/2010","Tully, Glenroe, Kilmallock","","Limerick","€178,500.00","No","Second-Hand Dwelling house /Apartment",""
"13/05/2010","13 Derrynane, Old Cork Road, LIMERICK","","Limerick","€10,000.00","Yes","Second-Hand Dwelling house /Apartment",""
"13/05/2010","160 Glanntan, Golf Links Road, Castletroy","","Limerick","€160,000.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"13/05/2010","95 Ard Aluinn, Mungret","","Limerick","€192,500.00","No","Second-Hand Dwelling house /Apartment",""
"14/05/2010","20 Toormore, Railway Road, Bruree","","Limerick","€158,407.08","No","New Dwelling house /Apartment","less than 38 sq metres"
"14/05/2010","35 Kilcolman Drive, Newcastle West, Co. Limerick","","Limerick","€195,000.00","No","Second-Hand Dwelling house /Apartment",""
"15/05/2010","UPPER ATHEA, ATHEA","","Limerick","€10,000.00","No","Second-Hand Dwelling house /Apartment",""
"17/05/2010","13 Suil na hAbhainn, Mill Road, Corbally","","Limerick","€208,000.00","No","Second-Hand Dwelling house /Apartment",""
"17/05/2010","21 Lissanalta Drive, Dooradoyle, Limerick","","Limerick","€215,000.00","No","Second-Hand Dwelling house /Apartment",""
"17/05/2010","85 Cul Crannagh, Dooradoyle, Limerick","","Limerick","€230,000.00","No","Second-Hand Dwelling house /Apartment",""
"17/05/2010","97 Lynwood Park, Ballysimon Road, Limerick City","","Limerick","€172,000.00","No","Second-Hand Dwelling house /Apartment",""
"17/05/2010","Glenmore East, Strand","","Limerick","€80,000.00","No","Second-Hand Dwelling house /Apartment",""
"18/05/2010","25 The Paddocks, Newcastlewest","","Limerick","€130,000.00","No","Second-Hand Dwelling house /Apartment",""
"18/05/2010","28 Whitethorn Drive, Caherdavin","","Limerick","€150,000.00","No","Second-Hand Dwelling house /Apartment",""
"18/05/2010","40 Alandale Square, Courtbrack Avenue, South Circular Road","","Limerick","€220,000.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"18/05/2010","7 ROSSA VILLAS, MULGRAVE STREET, LIMERICK","","Limerick","€110,000.00","No","Second-Hand Dwelling house /Apartment",""
"18/05/2010","76 Collins Park, Abbeyfeale","","Limerick","€67,400.00","No","Second-Hand Dwelling house /Apartment",""
"19/05/2010","16 The Village, Adare, Limerick","","Limerick","€216,250.00","No","New Dwelling house /Apartment","greater than 125 sq metres"
"19/05/2010","2 Eden Terrace, North Circular Road","","Limerick","€610,000.00","No","Second-Hand Dwelling house /Apartment",""
"19/05/2010","27 Carn na Ree, Bloodmill Road, Limerick","","Limerick","€192,500.00","No","New Dwelling house /Apartment","less than 38 sq metres"
"20/05/2010","129 St. Munchins Street, St. Mary's Park, Limerick","","Limerick","€12,697.38","No","Second-Hand Dwelling house /Apartment",""
"20/05/2010","8 Ferndale, Newcastle West","","Limerick","€241,409.69","No","New Dwelling house /Apartment","greater than 125 sq metres"
"20/05/2010","Lisheen, Dublin Road, Limerick","","Limerick","€145,000.00","No","Second-Hand Dwelling house /Apartment",""
"21/05/2010","121 Ash Hill Manor, Kilmallock","","Limerick","€125,000.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"21/05/2010","66 Woodfield Grove, Newcastle West","","Limerick","€140,000.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"21/05/2010","7 Park Avenue, Adare","","Limerick","€267,000.00","No","Second-Hand Dwelling house /Apartment",""
"24/05/2010","38 The Glebe, Monagae, Newcastle West","","Limerick","€210,000.00","No","New Dwelling house /Apartment","greater than 125 sq metres"
"24/05/2010","40 Hazelhall, Castletroy, Limerick.","","Limerick","€375,000.00","No","Second-Hand Dwelling house /Apartment",""
"24/05/2010","5 Brookhaven Walk, Mill Road, Corbally","","Limerick","€191,000.00","No","Second-Hand Dwelling house /Apartment",""
"25/05/2010","7 Ard Thomain, Sli na manach, Mungret","","Limerick","€211,453.74","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"26/05/2010","12 Miltown Manor, Monaleen, Limerick","","Limerick","€470,000.00","No","Second-Hand Dwelling house /Apartment",""
"26/05/2010","21  roseville gardens, Corbally","","Limerick","€50,000.00","Yes","Second-Hand Dwelling house /Apartment",""
"27/05/2010","99 greenfields, rosbrien","","Limerick","€105,000.00","No","Second-Hand Dwelling house /Apartment",""
"27/05/2010","Kilballyowen, Bruff","","Limerick","€223,000.00","No","Second-Hand Dwelling house /Apartment",""
"27/05/2010","The Commons, Knockfierna, Ballingarry","","Limerick","€330,000.00","No","Second-Hand Dwelling house /Apartment",""
"28/05/2010","101 Ard Aulin, Mungret","","Limerick","€185,000.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"28/05/2010","18 Island Road  Kings Island, Limerick","","Limerick","€135,000.00","No","Second-Hand Dwelling house /Apartment",""
"28/05/2010","2A The Mill, Dooradoyle Park, Dooradoyle","","Limerick","€125,000.00","No","Second-Hand Dwelling house /Apartment",""
"28/05/2010","5 Bellview Court, Fr. Russell Road, Ballykeeffe","","Limerick","€290,000.00","No","Second-Hand Dwelling house /Apartment",""
"28/05/2010","Apt 81 Gleanntan, Golf Links Road, Castletroy","","Limerick","€168,000.00","No","Second-Hand Dwelling house /Apartment",""
"28/05/2010","BALLYBRICKEN, BALLYNEETY","","Limerick","€335,000.00","No","Second-Hand Dwelling house /Apartment",""
"28/05/2010","Dromsally Road, Cappamore","","Limerick","€225,000.00","No","Second-Hand Dwelling house /Apartment",""
"28/05/2010","Farran, Ardagh","","Limerick","€70,000.00","No","Second-Hand Dwelling house /Apartment",""
"31/05/2010","2 Gardenfields, Bruree","","Limerick","€175,000.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"31/05/2010","Ballingaddy, Kilmallock","","Limerick","€232,000.00","No","New Dwelling house /Apartment","greater than 125 sq metres"
"01/06/2010","1 Mount Patrick Villas, Dublin Road, Limerick","","Limerick","€182,000.00","No","Second-Hand Dwelling house /Apartment",""
"01/06/2010","13 gleann coill, dromcollogher","","Limerick","€133,500.00","No","Second-Hand Dwelling house /Apartment",""
"01/06/2010","23 Glenstal Gate, Murroe","","Limerick","€175,001.00","No","New Dwelling house /Apartment","greater than 125 sq metres"
"01/06/2010","35 The Fairways, Monaleen","","Limerick","€300,000.00","No","Second-Hand Dwelling house /Apartment",""
"01/06/2010","48 Carrabullawn, Lower Park, Corbally","","Limerick","€280,000.00","No","Second-Hand Dwelling house /Apartment",""
"01/06/2010","66 Oliver Plunkett Street, St. Mary's Park, Limerick","","Limerick","€13,000.00","No","Second-Hand Dwelling house /Apartment",""
"01/06/2010","Rockfarm, Caherconlish","","Limerick","€205,000.00","No","Second-Hand Dwelling house /Apartment",""
"02/06/2010","1 shannon terrace, south circular road, limerick city","","Limerick","€210,000.00","No","Second-Hand Dwelling house /Apartment",""
"02/06/2010","1 SHANNON VIEW TERRACE, SOUTH CIRCULAR ROAD","","Limerick","€210,000.00","No","Second-Hand Dwelling house /Apartment",""
"02/06/2010","9 Castlewell, Courtbrack Avenue, South Circular Road","","Limerick","€297,500.00","No","Second-Hand Dwelling house /Apartment",""
"03/06/2010","1 Park Mews, Parkway Roundabout, Dublin Road","","Limerick","€198,237.88","No","New Dwelling house /Apartment","less than 38 sq metres"
"03/06/2010","117  Arraview, Newcastlewest, Co. Limerick","","Limerick","€100,000.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"03/06/2010","21 Carn Na Ree, Bloodmill Road, Limerick","","Limerick","€170,044.05","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"03/06/2010","Apartment 20 Block 2A, Alandale Orchard, Ashbourne Avenue","","Limerick","€136,250.00","No","Second-Hand Dwelling house /Apartment",""
"04/06/2010","149 Lawnway, John Carew Park","","Limerick","€48,000.00","No","Second-Hand Dwelling house /Apartment",""
"04/06/2010","24 Elm Park, Rathbane","","Limerick","€86,000.00","No","Second-Hand Dwelling house /Apartment",""
"04/06/2010","3 Chapel Lane, Blackabbey Gate, Adare","","Limerick","€237,603.00","No","New Dwelling house /Apartment","less than 38 sq metres"
"04/06/2010","3 Iona Drive, North Circular Road","","Limerick","€265,000.00","No","Second-Hand Dwelling house /Apartment",""
"04/06/2010","6 Eden Terrace, North Circular Road","","Limerick","€500,000.00","No","Second-Hand Dwelling house /Apartment",""
"04/06/2010","9 st. marys terrace, askeaton, co. limerick","","Limerick","€60,000.00","No","Second-Hand Dwelling house /Apartment",""
"04/06/2010","9 Woodhaven, Castletroy, Limerick","","Limerick","€215,000.00","No","Second-Hand Dwelling house /Apartment",""
"04/06/2010","Howardstown South, Bruree","","Limerick","€40,000.00","No","Second-Hand Dwelling house /Apartment",""
"08/06/2010","8Rosehill, O'Callaghan Strand, Limerick","","Limerick","€410,000.00","No","Second-Hand Dwelling house /Apartment",""
"09/06/2010","42 Ballyvareen, Kildimo, Limerick","","Limerick","€185,000.00","No","New Dwelling house /Apartment","less than 38 sq metres"
"10/06/2010","112 Kilteragh, Dooradoyle, Limerick","","Limerick","€168,000.00","No","Second-Hand Dwelling house /Apartment",""
"10/06/2010","37 Ballyvareen, Kildimo, Limerick","","Limerick","€180,000.00","No","New Dwelling house /Apartment","less than 38 sq metres"
"10/06/2010","Castlefarm, Hospital","","Limerick","€230,000.00","No","Second-Hand Dwelling house /Apartment",""
"11/06/2010","27 Greenviw Drive, The Fairways, Monaleen  Castletroy","","Limerick","€265,000.00","No","Second-Hand Dwelling house /Apartment",""
"11/06/2010","Site 2 Rathronan, Athea","","Limerick","€174,584.07","No","New Dwelling house /Apartment","greater than 125 sq metres"
"12/06/2010","Ahawilk, Feohanagh","","Limerick","€252,000.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"14/06/2010","High Street, Croom, Co. Limerick","","Limerick","€36,000.00","Yes","Second-Hand Dwelling house /Apartment",""
"15/06/2010","12 The Close, Huntsfield, Dooradoyle","","Limerick","€220,000.00","No","Second-Hand Dwelling house /Apartment",""
"16/06/2010","15 Carrig Dr, Dooradoyle, Limerick","","Limerick","€183,000.00","No","Second-Hand Dwelling house /Apartment",""
"16/06/2010","265 Bru Na Gruadan, Castletroy","","Limerick","€165,000.00","No","New Dwelling house /Apartment","less than 38 sq metres"
"16/06/2010","33 The Crescent, Kilteragh, Dooradoyle","","Limerick","€215,000.00","No","Second-Hand Dwelling house /Apartment",""
"16/06/2010","51 Kylemore, Old School House Road, Monaleen","","Limerick","€288,000.00","No","Second-Hand Dwelling house /Apartment",""
"16/06/2010","53 Cluain Arra, Newcastlewest","","Limerick","€134,000.00","No","Second-Hand Dwelling house /Apartment",""
"16/06/2010","cappanahanagh, murroe","","Limerick","€92,000.00","No","Second-Hand Dwelling house /Apartment",""
"16/06/2010","Main Street, Hospital","","Limerick","€113,235.29","No","Second-Hand Dwelling house /Apartment",""
"16/06/2010","The Grange, Lisnagry","","Limerick","€300,000.00","No","Second-Hand Dwelling house /Apartment",""
"17/06/2010","33 The Grove, ShannonVale, Old Cratloe Road","","Limerick","€105,727.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"17/06/2010","95 Shanabooley, Ballynantybeg","","Limerick","€80,000.00","No","Second-Hand Dwelling house /Apartment",""
"18/06/2010","23 Liscreagh, Murroe","","Limerick","€165,000.00","No","Second-Hand Dwelling house /Apartment",""
"18/06/2010","4 Lord Edward Terrace, Roxboro Road, Limerick","","Limerick","€59,750.00","No","Second-Hand Dwelling house /Apartment",""
"18/06/2010","drinagh, knocklong","","Limerick","€90,000.00","No","Second-Hand Dwelling house /Apartment",""
"21/06/2010","11 toormore, bruree","","Limerick","€125,000.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"21/06/2010","4 Belvedere Court, Fr Russell Road","","Limerick","€142,500.00","No","Second-Hand Dwelling house /Apartment",""
"21/06/2010","Monastery Road, Doon","","Limerick","€245,000.00","No","Second-Hand Dwelling house /Apartment",""
"22/06/2010","1 Thomond Row, Farranshone, Ennis Road","","Limerick","€240,000.00","No","Second-Hand Dwelling house /Apartment",""
"22/06/2010","23 Cloverhill, Dooradoyle","","Limerick","€237,500.00","No","Second-Hand Dwelling house /Apartment",""
"22/06/2010","32 Orchard Avenue, Church Street, Rathkeale","","Limerick","€187,500.00","No","New Dwelling house /Apartment","greater than 125 sq metres"
"22/06/2010","Gurteen East, Ballingarry","","Limerick","€100,000.00","No","Second-Hand Dwelling house /Apartment",""
"23/06/2010","2  Park View, Shanagolden","","Limerick","€55,000.00","Yes","Second-Hand Dwelling house /Apartment",""
"23/06/2010","The Netherlands, Rathmale, Mungret","","Limerick","€171,000.00","No","Second-Hand Dwelling house /Apartment",""
"24/06/2010","15 Garadice Green, Corbally, Limerick","","Limerick","€147,000.00","No","Second-Hand Dwelling house /Apartment",""
"24/06/2010","28 The Brambles, Huntsfield, Dooradoyle","","Limerick","€255,000.00","No","Second-Hand Dwelling house /Apartment",""
"24/06/2010","28 The Park, Ros Mor, Crossagalla","","Limerick","€165,000.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"24/06/2010","8 Greenfields, Robrien, Limerick","","Limerick","€105,000.00","No","Second-Hand Dwelling house /Apartment",""
"24/06/2010","Carrigeen, Kilbehenny","","Limerick","€69,500.00","No","Second-Hand Dwelling house /Apartment",""
"24/06/2010","Castlefarm, Hospital","","Limerick","€157,000.00","No","Second-Hand Dwelling house /Apartment",""
"25/06/2010","17 Castlebrook, College Court, Castletroy","","Limerick","€62,905.00","Yes","Second-Hand Dwelling house /Apartment",""
"25/06/2010","29 Ashbrook Crescent, Ennis Road","","Limerick","€315,000.00","No","Second-Hand Dwelling house /Apartment",""
"25/06/2010","3 Glenstal Gate, Murroe, County Limerick","","Limerick","€182,500.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"25/06/2010","53 Ballinvoher, Fr.Russel Road","","Limerick","€260,000.00","No","Second-Hand Dwelling house /Apartment",""
"25/06/2010","Cnoc Na Tire, Lifford Avenue, South Circular Road","","Limerick","€250,000.00","No","Second-Hand Dwelling house /Apartment",""
"25/06/2010","Main Street, Bruff","","Limerick","€10,000.00","No","Second-Hand Dwelling house /Apartment",""
"25/06/2010","No 8 Kilfergus, Glin","","Limerick","€218,000.00","No","Second-Hand Dwelling house /Apartment",""
"25/06/2010","No. 1 Cois na Sruthain, Kilfinane","","Limerick","€163,000.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"25/06/2010","Sliabh Riagh View, Garryspillane","","Limerick","€250,000.00","No","Second-Hand Dwelling house /Apartment",""
"25/06/2010","Upper Corelish, Pallasgreen","","Limerick","€105,000.00","No","Second-Hand Dwelling house /Apartment",""
"28/06/2010","10 FOXFIELD, ELLIS WOOD, ABBEYFEALE","","Limerick","€180,000.00","No","New Dwelling house /Apartment","greater than 125 sq metres"
"28/06/2010","10, Castlewell, South Circular Road","","Limerick","€295,000.00","No","Second-Hand Dwelling house /Apartment",""
"28/06/2010","68woodfield green, newcastlewest","","Limerick","€143,000.00","No","Second-Hand Dwelling house /Apartment",""
"28/06/2010","88 Shannon Vale, Old Cratloe Road, Limerick","","Limerick","€195,000.00","No","Second-Hand Dwelling house /Apartment",""
"28/06/2010","88 Shannon Vale, Old Cratloe Road, Limerick","","Limerick","€195,000.00","No","Second-Hand Dwelling house /Apartment",""
"28/06/2010","Curramore, Ballyhahill","","Limerick","€235,000.00","No","Second-Hand Dwelling house /Apartment",""
"29/06/2010","140 Elm Park Avenue, Castle Troy","","Limerick","€103,000.00","No","Second-Hand Dwelling house /Apartment",""
"29/06/2010","19 Elm Park, Ennis Road","","Limerick","€220,000.00","No","Second-Hand Dwelling house /Apartment",""
"29/06/2010","94 Kylemore, Schoolhouse Road  Monaleen, Castletroy","","Limerick","€219,000.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"29/06/2010","Apt. 4A The Mill, Dooradoyle","","Limerick","€120,000.00","No","Second-Hand Dwelling house /Apartment",""
"29/06/2010","Brackyle, Pallasgreen, Co. Limerick","","Limerick","€48,000.00","No","Second-Hand Dwelling house /Apartment",""
"29/06/2010","Liskennett West, Granagh","","Limerick","€147,500.00","No","Second-Hand Dwelling house /Apartment",""
"30/06/2010","18 Cella Row, Churchill Meadows, Raheen","","Limerick","€250,000.00","No","Second-Hand Dwelling house /Apartment",""
"30/06/2010","281/283 Hyde Road, Limerick","","Limerick","€85,000.00","No","Second-Hand Dwelling house /Apartment",""
"30/06/2010","6 Fairview, Rathkeale, Co. Limerick","","Limerick","€105,700.00","No","Second-Hand Dwelling house /Apartment",""
"30/06/2010","Corgrig, Foynes","","Limerick","€100,000.00","No","Second-Hand Dwelling house /Apartment",""
"30/06/2010","Hillside, Mill Road, Corbally","","Limerick","€197,500.00","No","Second-Hand Dwelling house /Apartment",""
"01/07/2010","18 sycamore drive, bruff","","Limerick","€18,958.46","No","Second-Hand Dwelling house /Apartment",""
"01/07/2010","49 GLENSIDE, ANNACOTTY","","Limerick","€246,000.00","No","Second-Hand Dwelling house /Apartment",""
"01/07/2010","glenfield, kilmallock","","Limerick","€167,500.00","No","Second-Hand Dwelling house /Apartment",""
"02/07/2010","17 IONA DRIVE, N.C.Rd","","Limerick","€224,000.00","No","Second-Hand Dwelling house /Apartment",""
"02/07/2010","18 Sycamore Drive, Bruff","","Limerick","€150,000.00","No","Second-Hand Dwelling house /Apartment",""
"02/07/2010","Cummins Cross Cottage, Murroe, County Limerick","","Limerick","€244,000.00","No","Second-Hand Dwelling house /Apartment",""
"02/07/2010","Glenbrohane, Garryspillane, Kilmallock","","Limerick","€150,000.00","Yes","Second-Hand Dwelling house /Apartment",""
"05/07/2010","Apt F3 Raheen Holiday Homes, Castlegrange, Raheen","","Limerick","€120,000.00","No","Second-Hand Dwelling house /Apartment",""
"05/07/2010","main street, kilteely","","Limerick","€77,000.00","No","Second-Hand Dwelling house /Apartment",""
"06/07/2010","20. College Court Drive, College Court, Castletroy","","Limerick","€170,000.00","No","Second-Hand Dwelling house /Apartment",""
"07/07/2010","120 Ard Aulin, Mungret","","Limerick","€160,374.44","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"07/07/2010","15 Sheelin Road, Caherdavin","","Limerick","€205,000.00","No","Second-Hand Dwelling house /Apartment",""
"07/07/2010","50 Cherry Drive, Glencairn, Dooradoyle","","Limerick","€195,500.00","No","Second-Hand Dwelling house /Apartment",""
"08/07/2010","43 East Singland Road, Garryowen","","Limerick","€75,000.00","No","Second-Hand Dwelling house /Apartment",""
"09/07/2010","1 Cluain Dubh, Fr Russell lRoad","","Limerick","€100,000.00","Yes","Second-Hand Dwelling house /Apartment",""
"09/07/2010","145 Glanntan, Golf Links Road, Castletroy","","Limerick","€160,000.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"09/07/2010","Killureagh, Cappamore","","Limerick","€225,000.00","No","Second-Hand Dwelling house /Apartment",""
"09/07/2010","Old Pallas, Pallasgreen","","Limerick","€345,000.00","No","Second-Hand Dwelling house /Apartment",""
"12/07/2010","8 Woodfield Park, Newcastle West","","Limerick","€155,000.00","No","Second-Hand Dwelling house /Apartment",""
"12/07/2010","APARTMENT 1008 RIVERPOINT, BISHOPS QUAY","","Limerick","€150,000.00","No","Second-Hand Dwelling house /Apartment",""
"12/07/2010","Brackayle, Pallasgreen, Co. Limerick","","Limerick","€237,500.00","No","Second-Hand Dwelling house /Apartment",""
"12/07/2010","Seskin, 15 Iona Drive, North Circular Road","","Limerick","€305,000.00","No","Second-Hand Dwelling house /Apartment",""
"13/07/2010","35 Carn na Ree, Old Singland Road","","Limerick","€180,000.00","No","Second-Hand Dwelling house /Apartment",""
"14/07/2010","19 Ashfield, Raheen, Limerick","","Limerick","€220,000.00","No","Second-Hand Dwelling house /Apartment",""
"14/07/2010","46 Galvone Road, Kennedy Park, Limerick","","Limerick","€70,000.00","Yes","Second-Hand Dwelling house /Apartment",""
"14/07/2010","5 Hilltop, Raheen","","Limerick","€162,000.00","No","Second-Hand Dwelling house /Apartment",""
"14/07/2010","71 Garranbawn, Murroe","","Limerick","€207,048.45","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"14/07/2010","FOREST HILL, STRANDVILLE GARDENS, O CALLAGHAN STRAND","","Limerick","€380,000.00","Yes","Second-Hand Dwelling house /Apartment",""
"14/07/2010","Rhebogue, Off Dublin Road, Limerick","","Limerick","€160,000.00","Yes","Second-Hand Dwelling house /Apartment",""
"15/07/2010","10 Woodview, The Cottages, Foynes","","Limerick","€163,000.00","No","Second-Hand Dwelling house /Apartment",""
"16/07/2010","2 Singland Meadows, Ballysimon Road, Castletroy","","Limerick","€95,000.00","No","Second-Hand Dwelling house /Apartment",""
"16/07/2010","21 Beechwood Drive, Greystones","","Limerick","€205,000.00","No","Second-Hand Dwelling house /Apartment",""
"16/07/2010","35 Clover Hill, Dooradoyle","","Limerick","€205,000.00","No","Second-Hand Dwelling house /Apartment",""
"16/07/2010","36 CEDARVILLE, ABBEYFEALE","","Limerick","€170,000.00","No","Second-Hand Dwelling house /Apartment",""
"16/07/2010","38 MONALEEN HEIGHTS, MONALEEN, LIMERICK","","Limerick","€250,000.00","No","Second-Hand Dwelling house /Apartment",""
"16/07/2010","98 Glendale Lawn, Old Singland Road, Limerick","","Limerick","€225,000.00","No","Second-Hand Dwelling house /Apartment",""
"16/07/2010","Foxhall West, Charleville","","Limerick","€59,000.00","No","Second-Hand Dwelling house /Apartment",""
"16/07/2010","Luddon, Ballyneety","","Limerick","€160,000.00","No","Second-Hand Dwelling house /Apartment",""
"16/07/2010","Well Lane, Rathkeale","","Limerick","€90,000.00","No","Second-Hand Dwelling house /Apartment",""
"18/07/2010","Kilconlea Upper, Abbeyfeale","","Limerick","€22,000.00","No","Second-Hand Dwelling house /Apartment",""
"19/07/2010","25 Granville Park, St. Patricks Road, Limerick","","Limerick","€140,000.00","No","Second-Hand Dwelling house /Apartment",""
"19/07/2010","31 Cluain Ard, Fedamore","","Limerick","€206,000.00","No","New Dwelling house /Apartment","less than 38 sq metres"
"19/07/2010","Pallas, Pallaskenry","","Limerick","€242,500.00","No","Second-Hand Dwelling house /Apartment",""
"20/07/2010","12 Belfield, Ennis Road, Limerick","","Limerick","€211,000.00","No","Second-Hand Dwelling house /Apartment",""
"20/07/2010","15 Cherry Drive, Glencairn, Dooradoyle","","Limerick","€205,000.00","No","Second-Hand Dwelling house /Apartment",""
"20/07/2010","Therine Lodge, Ballyclough","","Limerick","€185,000.00","No","Second-Hand Dwelling house /Apartment",""
"21/07/2010","13 TREAD NA RI, KILFINANE","","Limerick","€162,750.00","No","Second-Hand Dwelling house /Apartment",""
"21/07/2010","38 Ballyvareen, Kildimo","","Limerick","€162,996.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"22/07/2010","18 The Glebe, Monagea, Newcastle West","","Limerick","€160,000.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"22/07/2010","69 Coolraine Heights, Clareview, Limerick","","Limerick","€215,000.00","No","Second-Hand Dwelling house /Apartment",""
"22/07/2010","Anglesboro, Kilmallock","","Limerick","€50,000.00","No","Second-Hand Dwelling house /Apartment",""
"23/07/2010","101 Shannonvale, Old Cratloe Road, Limerick","","Limerick","€177,000.00","No","Second-Hand Dwelling house /Apartment",""
"23/07/2010","5 Bearna Coille, Barnakyle, Patrickswell","","Limerick","€299,000.00","No","Second-Hand Dwelling house /Apartment",""
"23/07/2010","73 Curragh Birin, Castletroy, Limerick","","Limerick","€115,000.00","No","Second-Hand Dwelling house /Apartment",""
"23/07/2010","Knockaunroe, Kilteely","","Limerick","€161,200.00","No","Second-Hand Dwelling house /Apartment",""
"23/07/2010","Laurencetown, Kilfinane, Co. Limerick","","Limerick","€210,000.00","No","Second-Hand Dwelling house /Apartment",""
"26/07/2010","2 Glenview Terrace, Farronshone, Limerick","","Limerick","€146,000.00","No","Second-Hand Dwelling house /Apartment",""
"26/07/2010","Knockroe, Kilteely","","Limerick","€275,000.00","No","Second-Hand Dwelling house /Apartment",""
"26/07/2010","liskennett west, granagh, kilmallock","","Limerick","€72,500.00","No","Second-Hand Dwelling house /Apartment",""
"27/07/2010","16 Rathlinn, Castleconnel","","Limerick","€315,000.00","No","Second-Hand Dwelling house /Apartment",""
"27/07/2010","173 Bloomfield, Newtown, Annacotty","","Limerick","€275,000.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"27/07/2010","Main Street, Patrickswell","","Limerick","€200,000.00","No","Second-Hand Dwelling house /Apartment",""
"27/07/2010","Reens, Ardagh","","Limerick","€200,000.00","No","Second-Hand Dwelling house /Apartment",""
"28/07/2010","7/A + B, Greenhill Road, Garryowen","","Limerick","€75,000.00","No","Second-Hand Dwelling house /Apartment",""
"28/07/2010","ASHFORT, CRECORA","","Limerick","€365,000.00","No","Second-Hand Dwelling house /Apartment",""
"28/07/2010","Windy Ridge, Friarstown, Grange","","Limerick","€220,000.00","No","Second-Hand Dwelling house /Apartment",""
"29/07/2010","111 Ash Hill Manor, Kilmallock","","Limerick","€100,000.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"29/07/2010","6 Cambridge close, Castletroy","","Limerick","€173,000.00","No","Second-Hand Dwelling house /Apartment",""
"29/07/2010","Ballymacrease, Ballyneety","","Limerick","€210,000.00","No","Second-Hand Dwelling house /Apartment",""
"30/07/2010","10 Barrington Court, NORTH CIRCULAR ROAD, LIMERICK","","Limerick","€360,000.00","No","Second-Hand Dwelling house /Apartment",""
"30/07/2010","18 Kilbane, Castletroy","","Limerick","€500,000.00","No","Second-Hand Dwelling house /Apartment",""
"30/07/2010","Moore Street, Cappamore","","Limerick","€85,000.00","Yes","Second-Hand Dwelling house /Apartment",""
"31/07/2010","Anglesboro, Kilmallock","","Limerick","€55,000.00","No","Second-Hand Dwelling house /Apartment",""
"03/08/2010","1 Ferndale, Newcastle West, Co.Limerick","","Limerick","€350,000.00","No","Second-Hand Dwelling house /Apartment",""
"03/08/2010","20 The Village, Adare, County Limerick","","Limerick","€406,286.33","No","New Dwelling house /Apartment","greater than 125 sq metres"
"03/08/2010","29 Wolfe Tone Street, Limerick","","Limerick","€126,500.00","No","Second-Hand Dwelling house /Apartment",""
"03/08/2010","49 Siul Na hAbhann, Mill Road, Corbally","","Limerick","€195,000.00","No","Second-Hand Dwelling house /Apartment",""
"03/08/2010","Duplex No. 54, Log na Gcapall, South Circular Road","","Limerick","€189,427.31","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"04/08/2010","Kilrory, Mill Road, Corbally","","Limerick","€185,000.00","No","Second-Hand Dwelling house /Apartment",""
